SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
4206,"7/1/2016",34,2239,192,20686,86801,15,7730,27961,6,1356,5042,21,9086,33003,10.94,43.92,38.02,"Washington","Hillsboro SD 1J","City View Charter School",-
4731,"7/1/2016",34,2244,475,5312,86801,35,618,27961,17,218,5042,52,836,33003,10.95,15.74,38.02,"Washington","Sherwood SD 88J","Laurel Ridge Middle School",-
2782,"7/1/2016",34,2243,1513,40800,86801,126,12638,27961,41,2219,5042,167,14857,33003,11.04,36.41,38.02,"Washington","Beaverton SD 48J","Stoller Middle School",-
5060,"7/1/2016",26,2180,277,47240,91695,20,16200,41819,11,2426,6364,31,18626,48183,11.19,39.43,52.55,"Multnomah","Portland SD 1J","Le Monde French Immersion Public Charter School",-
3218,"7/1/2016",9,1976,641,17699,26026,63,5758,9428,10,1394,2044,73,7152,11472,11.39,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","High Lakes Elementary School",-
1158,"7/1/2016",34,2243,409,40800,86801,42,12638,27961,7,2219,5042,49,14857,33003,11.98,36.41,38.02,"Washington","Beaverton SD 48J","Cedar Mill Elementary School",-
914,"7/1/2016",26,2180,1698,47240,91695,153,16200,41819,52,2426,6364,205,18626,48183,12.07,39.43,52.55,"Multnomah","Portland SD 1J","Lincoln High School",-
56,"7/1/2016",3,1923,538,7084,59069,44,456,14687,21,134,3370,65,590,18057,12.08,8.33,30.57,"Clackamas","Lake Oswego SD 7J","River Grove Elementary School",-
1287,"7/1/2016",3,1922,662,9764,59069,65,1664,14687,18,409,3370,83,2073,18057,12.54,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Athey Creek Middle School",-
1240,"7/1/2016",20,2082,330,17258,45309,32,5842,19963,11,1072,3599,43,6914,23562,13.03,40.06,52,"Lane","Eugene SD 4J","Charlemagne French Immersion Elementary School",-
4805,"7/1/2016",34,2243,299,40800,86801,31,12638,27961,9,2219,5042,40,14857,33003,13.38,36.41,38.02,"Washington","Beaverton SD 48J","Arco Iris Spanish Immersion School",-
637,"7/1/2016",22,2100,297,9515,22568,31,3628,8153,9,695,1338,40,4323,9491,13.47,45.43,42.06,"Linn","Greater Albany Public SD 8J","North Albany Elementary School",-
1334,"7/1/2016",34,2244,541,5312,86801,56,618,27961,18,218,5042,74,836,33003,13.68,15.74,38.02,"Washington","Sherwood SD 88J","Archer Glen Elementary School",-
2787,"7/1/2016",3,1922,835,9764,59069,90,1664,14687,28,409,3370,118,2073,18057,14.13,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Rosemont Ridge Middle School",-
4820,"7/1/2016",3,1926,267,4397,59069,30,1264,14687,8,372,3370,38,1636,18057,14.23,37.21,30.57,"Clackamas","Oregon Trail SD 46","Oregon Trail  Academy",-
4475,"7/1/2016",3,1924,216,17309,59069,21,4957,14687,10,1188,3370,31,6145,18057,14.35,35.5,30.57,"Clackamas","North Clackamas SD 12","Cascade Heights Public Charter School",-
4712,"7/1/2016",34,2243,1113,40800,86801,133,12638,27961,28,2219,5042,161,14857,33003,14.47,36.41,38.02,"Washington","Beaverton SD 48J","Springville K-8 School",-
1286,"7/1/2016",3,1922,559,9764,59069,69,1664,14687,12,409,3370,81,2073,18057,14.49,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Willamette Primary School",-
872,"7/1/2016",26,2180,517,47240,91695,51,16200,41819,24,2426,6364,75,18626,48183,14.51,39.43,52.55,"Multnomah","Portland SD 1J","Llewellyn Elementary School",-
4730,"7/1/2016",34,2244,552,5312,86801,54,618,27961,27,218,5042,81,836,33003,14.67,15.74,38.02,"Washington","Sherwood SD 88J","Edy Ridge Elementary School",-
1156,"7/1/2016",34,2243,553,40800,86801,75,12638,27961,8,2219,5042,83,14857,33003,15.01,36.41,38.02,"Washington","Beaverton SD 48J","Bethany Elementary School",-
2781,"7/1/2016",34,2243,544,40800,86801,75,12638,27961,7,2219,5042,82,14857,33003,15.07,36.41,38.02,"Washington","Beaverton SD 48J","Scholls Heights Elementary School",-
1193,"7/1/2016",34,2244,1698,5312,86801,189,618,27961,70,218,5042,259,836,33003,15.25,15.74,38.02,"Washington","Sherwood SD 88J","Sherwood High School",-
1364,"7/1/2016",26,2180,353,47240,91695,38,16200,41819,16,2426,6364,54,18626,48183,15.3,39.43,52.55,"Multnomah","Portland SD 1J","Winterhaven School",-
4680,"7/1/2016",9,1976,611,17699,26026,77,5758,9428,17,1394,2044,94,7152,11472,15.38,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","William E Miller Elementary",-
1171,"7/1/2016",34,2243,586,40800,86801,73,12638,27961,18,2219,5042,91,14857,33003,15.53,36.41,38.02,"Washington","Beaverton SD 48J","Oak Hills Elementary School",-
1288,"7/1/2016",3,1923,478,7084,59069,61,456,14687,14,134,3370,75,590,18057,15.69,8.33,30.57,"Clackamas","Lake Oswego SD 7J","Oak Creek Elementary School",-
45,"7/1/2016",3,1922,308,9764,59069,40,1664,14687,9,409,3370,49,2073,18057,15.91,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Cedaroak Park Primary School",-
835,"7/1/2016",26,2180,506,47240,91695,64,16200,41819,17,2426,6364,81,18626,48183,16.01,39.43,52.55,"Multnomah","Portland SD 1J","Bridlemile Elementary School",-
3455,"7/1/2016",3,1922,385,9764,59069,45,1664,14687,18,409,3370,63,2073,18057,16.36,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Bolton Primary School",-
4720,"7/1/2016",24,2336,268,1002,62073,34,347,34127,10,54,4972,44,401,39099,16.42,40.02,62.99,"Marion","Oregon Department of Education","The Ivy School",-
1142,"7/1/2016",34,2242,551,12808,86801,73,3450,27961,21,729,5042,94,4179,33003,17.06,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Edward Byrom Elementary School",-
85,"7/1/2016",3,1924,2501,17309,59069,323,4957,14687,120,1188,3370,443,6145,18057,17.71,35.5,30.57,"Clackamas","North Clackamas SD 12","Clackamas High School",-
3216,"7/1/2016",9,1976,1526,17699,26026,217,5758,9428,54,1394,2044,271,7152,11472,17.76,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Summit High School",-
4474,"7/1/2016",34,2243,870,40800,86801,117,12638,27961,38,2219,5042,155,14857,33003,17.82,36.41,38.02,"Washington","Beaverton SD 48J","International School of Beaverton",-
1285,"7/1/2016",34,2239,555,20686,86801,75,7730,27961,25,1356,5042,100,9086,33003,18.02,43.92,38.02,"Washington","Hillsboro SD 1J","Jackson Elementary School",-
3198,"7/1/2016",3,1924,535,17309,59069,73,4957,14687,25,1188,3370,98,6145,18057,18.32,35.5,30.57,"Clackamas","North Clackamas SD 12","Spring Mountain Elementary School",-
888,"7/1/2016",26,2180,583,47240,91695,95,16200,41819,14,2426,6364,109,18626,48183,18.7,39.43,52.55,"Multnomah","Portland SD 1J","Sellwood Middle School",-
1322,"7/1/2016",2,1901,341,6697,8786,52,1985,2779,12,355,537,64,2340,3316,18.77,34.94,37.74,"Benton","Corvallis SD 509J","Franklin School",-
4713,"7/1/2016",3,1924,532,17309,59069,68,4957,14687,32,1188,3370,100,6145,18057,18.8,35.5,30.57,"Clackamas","North Clackamas SD 12","Scouters Mountain Elementary",-
855,"7/1/2016",26,2180,552,47240,91695,96,16200,41819,9,2426,6364,105,18626,48183,19.02,39.43,52.55,"Multnomah","Portland SD 1J","Hayhurst Elementary School",-
912,"7/1/2016",26,2180,1471,47240,91695,240,16200,41819,41,2426,6364,281,18626,48183,19.1,39.43,52.55,"Multnomah","Portland SD 1J","Grant High School",-
1174,"7/1/2016",34,2243,469,40800,86801,72,12638,27961,18,2219,5042,90,14857,33003,19.19,36.41,38.02,"Washington","Beaverton SD 48J","Ridgewood Elementary School",-
1137,"7/1/2016",34,2242,515,12808,86801,77,3450,27961,22,729,5042,99,4179,33003,19.22,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Mary Woodward Elementary School",-
717,"7/1/2016",24,2143,389,2303,62073,57,1004,34127,18,196,4972,75,1200,39099,19.28,52.11,62.99,"Marion","North Santiam SD 29J","Sublimity Elementary School",-
1270,"7/1/2016",34,2243,530,40800,86801,91,12638,27961,13,2219,5042,104,14857,33003,19.62,36.41,38.02,"Washington","Beaverton SD 48J","Sexton Mountain Elementary School",-
4364,"7/1/2016",34,2242,594,12808,86801,86,3450,27961,31,729,5042,117,4179,33003,19.7,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Alberta Rider Elementary School",-
3490,"7/1/2016",26,2182,491,11538,91695,82,6911,41819,16,807,6364,98,7718,48183,19.96,66.89,52.55,"Multnomah","Reynolds SD 7","Multisensory Learning Academy",-
3528,"7/1/2016",24,2142,130,41718,62073,19,22855,34127,7,3190,4972,26,26045,39099,20,62.43,62.99,"Marion","Salem-Keizer SD 24J","Optimum Learning Environment Charter School",-
33,"7/1/2016",2,1901,424,6697,8786,75,1985,2779,10,355,537,85,2340,3316,20.05,34.94,37.74,"Benton","Corvallis SD 509J","Hoover Elementary School",-
873,"7/1/2016",26,2180,384,47240,91695,66,16200,41819,11,2426,6364,77,18626,48183,20.05,39.43,52.55,"Multnomah","Portland SD 1J","Maplewood Elementary School",-
1303,"7/1/2016",34,2243,622,40800,86801,105,12638,27961,22,2219,5042,127,14857,33003,20.42,36.41,38.02,"Washington","Beaverton SD 48J","Nancy Ryles Elementary School",-
777,"7/1/2016",24,2138,219,3871,62073,29,1151,34127,16,354,4972,45,1505,39099,20.55,38.88,62.99,"Marion","Silver Falls SD 4J","Victor Point Elementary School",-
838,"7/1/2016",26,2180,448,47240,91695,74,16200,41819,19,2426,6364,93,18626,48183,20.76,39.43,52.55,"Multnomah","Portland SD 1J","Capitol Hill Elementary School",-
4715,"7/1/2016",3,1924,1092,17309,59069,174,4957,14687,53,1188,3370,227,6145,18057,20.79,35.5,30.57,"Clackamas","North Clackamas SD 12","Happy Valley Middle School",-
890,"7/1/2016",26,2180,300,47240,91695,47,16200,41819,16,2426,6364,63,18626,48183,21,39.43,52.55,"Multnomah","Portland SD 1J","Skyline Elementary School",-
852,"7/1/2016",26,2180,546,47240,91695,96,16200,41819,19,2426,6364,115,18626,48183,21.06,39.43,52.55,"Multnomah","Portland SD 1J","Gray Middle School",-
850,"7/1/2016",26,2180,492,47240,91695,85,16200,41819,19,2426,6364,104,18626,48183,21.14,39.43,52.55,"Multnomah","Portland SD 1J","Glencoe Elementary School",-
1160,"7/1/2016",34,2243,530,40800,86801,98,12638,27961,16,2219,5042,114,14857,33003,21.51,36.41,38.02,"Washington","Beaverton SD 48J","Cooper Mountain Elementary School",-
1124,"7/1/2016",34,2240,402,1195,86801,68,257,27961,19,52,5042,87,309,33003,21.64,25.86,38.02,"Washington","Banks SD 13","Banks High School",-
48,"7/1/2016",3,1922,316,9764,59069,52,1664,14687,17,409,3370,69,2073,18057,21.84,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Sunset Primary School",-
114,"7/1/2016",3,1928,597,8008,59069,107,2115,14687,24,476,3370,131,2591,18057,21.94,32.36,30.57,"Clackamas","Oregon City SD 62","John McLoughlin Elementary School",-
958,"7/1/2016",5,1944,213,2442,7622,35,571,2646,12,107,538,47,678,3184,22.07,27.76,41.77,"Columbia","Scappoose SD 1J","Sauvie Island Academy",-
1192,"7/1/2016",34,2244,724,5312,86801,123,618,27961,38,218,5042,161,836,33003,22.24,15.74,38.02,"Washington","Sherwood SD 88J","Sherwood Middle School",-
539,"7/1/2016",20,2082,1477,17258,45309,277,5842,19963,57,1072,3599,334,6914,23562,22.61,40.06,52,"Lane","Eugene SD 4J","South Eugene High School",-
1294,"7/1/2016",9,1978,433,1075,26026,84,236,9428,14,76,2044,98,312,11472,22.63,29.02,44.08,"Deschutes","Sisters SD 6","Sisters High School",-
1175,"7/1/2016",34,2243,599,40800,86801,111,12638,27961,25,2219,5042,136,14857,33003,22.7,36.41,38.02,"Washington","Beaverton SD 48J","Rock Creek Elementary School",-
35,"7/1/2016",2,1901,325,6697,8786,67,1985,2779,7,355,537,74,2340,3316,22.77,34.94,37.74,"Benton","Corvallis SD 509J","Jefferson Elementary School",-
916,"7/1/2016",26,2180,427,47240,91695,75,16200,41819,23,2426,6364,98,18626,48183,22.95,39.43,52.55,"Multnomah","Portland SD 1J","Metropolitan Learning Center",-
1304,"7/1/2016",34,2243,713,40800,86801,129,12638,27961,35,2219,5042,164,14857,33003,23,36.41,38.02,"Washington","Beaverton SD 48J","Arts and Communication Magnet Academy",-
3159,"7/1/2016",34,2239,451,20686,86801,92,7730,27961,13,1356,5042,105,9086,33003,23.28,43.92,38.02,"Washington","Hillsboro SD 1J","Paul L Patterson Elementary School",-
922,"7/1/2016",26,2180,1409,47240,91695,276,16200,41819,54,2426,6364,330,18626,48183,23.42,39.43,52.55,"Multnomah","Portland SD 1J","Wilson High School",-
4210,"7/1/2016",24,2142,98,41718,62073,17,22855,34127,6,3190,4972,23,26045,39099,23.47,62.43,62.99,"Marion","Salem-Keizer SD 24J","Jane Goodall Environmental Middle Charter School",-
1324,"7/1/2016",9,1976,170,17699,26026,25,5758,9428,15,1394,2044,40,7152,11472,23.53,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Amity Creek Elementary School",-
538,"7/1/2016",20,2082,1481,17258,45309,279,5842,19963,76,1072,3599,355,6914,23562,23.97,40.06,52,"Lane","Eugene SD 4J","Sheldon High School",-
41,"7/1/2016",2,1901,1005,6697,8786,200,1985,2779,43,355,537,243,2340,3316,24.18,34.94,37.74,"Benton","Corvallis SD 509J","Crescent Valley High School",-
4602,"7/1/2016",5,1948,248,3041,7622,49,1104,2646,11,203,538,60,1307,3184,24.19,42.98,41.77,"Columbia","St Helens SD 502","St Helens Arthur Academy",-
4534,"7/1/2016",26,2180,399,47240,91695,71,16200,41819,27,2426,6364,98,18626,48183,24.56,39.43,52.55,"Multnomah","Portland SD 1J","Portland Village School",-
649,"7/1/2016",22,2100,1361,9515,22568,272,3628,8153,63,695,1338,335,4323,9491,24.61,45.43,42.06,"Linn","Greater Albany Public SD 8J","West Albany High School",-
886,"7/1/2016",26,2180,524,47240,91695,111,16200,41819,18,2426,6364,129,18626,48183,24.62,39.43,52.55,"Multnomah","Portland SD 1J","Sabin Elementary School",-
1363,"7/1/2016",26,2180,460,47240,91695,86,16200,41819,28,2426,6364,114,18626,48183,24.78,39.43,52.55,"Multnomah","Portland SD 1J","da Vinci Middle School",-
3536,"7/1/2016",34,2239,544,20686,86801,102,7730,27961,33,1356,5042,135,9086,33003,24.82,43.92,38.02,"Washington","Hillsboro SD 1J","Imlay Elementary School",-
1218,"7/1/2016",36,2254,221,5196,16761,44,1808,7470,11,279,1108,55,2087,8578,24.89,40.17,51.18,"Yamhill","Newberg SD 29J","Ewing Young Elementary School",-
1170,"7/1/2016",34,2243,365,40800,86801,80,12638,27961,11,2219,5042,91,14857,33003,24.93,36.41,38.02,"Washington","Beaverton SD 48J","Montclair Elementary School",-
877,"7/1/2016",26,2180,730,47240,91695,145,16200,41819,38,2426,6364,183,18626,48183,25.07,39.43,52.55,"Multnomah","Portland SD 1J","Mt Tabor Middle School",-
1123,"7/1/2016",34,2240,307,1195,86801,62,257,27961,15,52,5042,77,309,33003,25.08,25.86,38.02,"Washington","Banks SD 13","Banks Middle School",-
1188,"7/1/2016",34,2243,2300,40800,86801,491,12638,27961,89,2219,5042,580,14857,33003,25.22,36.41,38.02,"Washington","Beaverton SD 48J","Sunset High School",-
941,"7/1/2016",26,2183,457,11972,91695,90,5725,41819,26,1042,6364,116,6767,48183,25.38,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","East Orient Elementary School",-
4766,"7/1/2016",3,1924,502,17309,59069,96,4957,14687,32,1188,3370,128,6145,18057,25.5,35.5,30.57,"Clackamas","North Clackamas SD 12","Oregon Trail Elementary School",-
1180,"7/1/2016",34,2243,1046,40800,86801,234,12638,27961,33,2219,5042,267,14857,33003,25.53,36.41,38.02,"Washington","Beaverton SD 48J","Cedar Park Middle School",-
162,"7/1/2016",5,1944,791,2442,7622,166,571,2646,37,107,538,203,678,3184,25.66,27.76,41.77,"Columbia","Scappoose SD 1J","Scappoose High School",-
4802,"7/1/2016",3,1928,228,8008,59069,41,2115,14687,18,476,3370,59,2591,18057,25.88,32.36,30.57,"Clackamas","Oregon City SD 62","Clackamas Academy of Industrial Sciences",-
27,"7/1/2016",2,1901,409,6697,8786,96,1985,2779,10,355,537,106,2340,3316,25.92,34.94,37.74,"Benton","Corvallis SD 509J","Adams Elementary School",-
1301,"7/1/2016",34,2242,1946,12808,86801,416,3450,27961,99,729,5042,515,4179,33003,26.46,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Tualatin High School",-
4592,"7/1/2016",26,2186,1238,1238,91695,249,249,41819,79,79,6364,328,328,48183,26.49,26.49,52.55,"Multnomah","Corbett SD 39","Corbett School",-
526,"7/1/2016",20,2082,618,17258,45309,145,5842,19963,19,1072,3599,164,6914,23562,26.54,40.06,52,"Lane","Eugene SD 4J","Roosevelt Middle School",-
528,"7/1/2016",20,2082,445,17258,45309,94,5842,19963,25,1072,3599,119,6914,23562,26.74,40.06,52,"Lane","Eugene SD 4J","Spencer Butte Middle School",-
3615,"7/1/2016",6,1965,220,3320,10115,49,1714,4131,10,249,614,59,1963,4745,26.82,59.13,46.91,"Coos","Coos Bay SD 9","Lighthouse Charter School",-
506,"7/1/2016",20,2082,513,17258,45309,118,5842,19963,20,1072,3599,138,6914,23562,26.9,40.06,52,"Lane","Eugene SD 4J","Cal Young Middle School",-
1190,"7/1/2016",34,2239,327,20686,86801,63,7730,27961,25,1356,5042,88,9086,33003,26.91,43.92,38.02,"Washington","Hillsboro SD 1J","North Plains Elementary School",-
893,"7/1/2016",26,2180,602,47240,91695,129,16200,41819,35,2426,6364,164,18626,48183,27.24,39.43,52.55,"Multnomah","Portland SD 1J","Sunnyside Environmental School",-
733,"7/1/2016",24,2142,341,41718,62073,85,22855,34127,8,3190,4972,93,26045,39099,27.27,62.43,62.99,"Marion","Salem-Keizer SD 24J","Candalaria Elementary School",-
4595,"7/1/2016",34,2241,201,6219,86801,42,3013,27961,13,432,5042,55,3445,33003,27.36,55.39,38.02,"Washington","Forest Grove SD 15","Forest Grove Community School",-
1293,"7/1/2016",9,1978,332,1075,26026,63,236,9428,28,76,2044,91,312,11472,27.41,29.02,44.08,"Deschutes","Sisters SD 6","Sisters Middle School",-
1277,"7/1/2016",26,2180,596,47240,91695,142,16200,41819,22,2426,6364,164,18626,48183,27.52,39.43,52.55,"Multnomah","Portland SD 1J","Jackson Middle School",-
1165,"7/1/2016",34,2243,675,40800,86801,160,12638,27961,26,2219,5042,186,14857,33003,27.56,36.41,38.02,"Washington","Beaverton SD 48J","Hiteon Elementary School",-
909,"7/1/2016",26,2180,1599,47240,91695,369,16200,41819,73,2426,6364,442,18626,48183,27.64,39.43,52.55,"Multnomah","Portland SD 1J","Cleveland High School",-
839,"7/1/2016",26,2180,584,47240,91695,151,16200,41819,11,2426,6364,162,18626,48183,27.74,39.43,52.55,"Multnomah","Portland SD 1J","Chapman Elementary School",-
1320,"7/1/2016",34,2243,2671,40800,86801,607,12638,27961,137,2219,5042,744,14857,33003,27.85,36.41,38.02,"Washington","Beaverton SD 48J","Westview High School",-
90,"7/1/2016",26,2183,434,11972,91695,86,5725,41819,35,1042,6364,121,6767,48183,27.88,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Deep Creek – Damascus K-8 School",-
1323,"7/1/2016",3,1922,1154,9764,59069,260,1664,14687,62,409,3370,322,2073,18057,27.9,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Wilsonville High School",-
160,"7/1/2016",5,1944,195,2442,7622,47,571,2646,8,107,538,55,678,3184,28.21,27.76,41.77,"Columbia","Scappoose SD 1J","Warren Elementary School",-
3160,"7/1/2016",34,2239,652,20686,86801,159,7730,27961,25,1356,5042,184,9086,33003,28.22,43.92,38.02,"Washington","Hillsboro SD 1J","Orenco Elementary School",-
105,"7/1/2016",3,1928,531,8008,59069,111,2115,14687,39,476,3370,150,2591,18057,28.25,32.36,30.57,"Clackamas","Oregon City SD 62","Beavercreek Elementary School",-
4729,"7/1/2016",9,1977,846,7367,26026,183,3434,9428,56,574,2044,239,4008,11472,28.25,54.4,44.08,"Deschutes","Redmond SD 2J","Redmond Proficiency Academy",-
1129,"7/1/2016",34,2241,267,6219,86801,64,3013,27961,12,432,5042,76,3445,33003,28.46,55.39,38.02,"Washington","Forest Grove SD 15","Dilley Elementary School",-
412,"7/1/2016",15,2048,414,14081,29154,111,6245,13824,7,825,1958,118,7070,15782,28.5,50.21,54.13,"Jackson","Medford SD 549C","Jacksonville Elementary School",-
1774,"7/1/2016",20,2082,406,17258,45309,101,5842,19963,15,1072,3599,116,6914,23562,28.57,40.06,52,"Lane","Eugene SD 4J","Edgewood Community Elementary School",-
779,"7/1/2016",24,2144,133,245,62073,30,78,34127,8,18,4972,38,96,39099,28.57,39.18,62.99,"Marion","St Paul SD 45","St Paul High School",-
409,"7/1/2016",15,2048,689,14081,29154,181,6245,13824,16,825,1958,197,7070,15782,28.59,50.21,54.13,"Jackson","Medford SD 549C","Hoover Elementary School",-
2783,"7/1/2016",34,2243,1660,40800,86801,387,12638,27961,88,2219,5042,475,14857,33003,28.61,36.41,38.02,"Washington","Beaverton SD 48J","Southridge High School",-
185,"7/1/2016",5,1948,944,3041,7622,233,1104,2646,38,203,538,271,1307,3184,28.71,42.98,41.77,"Columbia","St Helens SD 502","St Helens High School",-
861,"7/1/2016",26,2180,447,47240,91695,108,16200,41819,21,2426,6364,129,18626,48183,28.86,39.43,52.55,"Multnomah","Portland SD 1J","Irvington Elementary School",-
118,"7/1/2016",3,1928,2071,8008,59069,474,2115,14687,129,476,3370,603,2591,18057,29.12,32.36,30.57,"Clackamas","Oregon City SD 62","Oregon City Senior High School",-
761,"7/1/2016",24,2142,547,41718,62073,136,22855,34127,25,3190,4972,161,26045,39099,29.43,62.43,62.99,"Marion","Salem-Keizer SD 24J","Sumpter Elementary School",-
242,"7/1/2016",9,1976,630,17699,26026,143,5758,9428,43,1394,2044,186,7152,11472,29.52,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Cascade Middle School",-
1145,"7/1/2016",34,2242,1026,12808,86801,264,3450,27961,39,729,5042,303,4179,33003,29.53,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Twality Middle School",-
104,"7/1/2016",3,1927,199,630,59069,48,186,14687,11,52,3370,59,238,18057,29.65,37.78,30.57,"Clackamas","Colton SD 53","Colton High School",-
161,"7/1/2016",5,1944,299,2442,7622,80,571,2646,9,107,538,89,678,3184,29.77,27.76,41.77,"Columbia","Scappoose SD 1J","Scappoose Middle School",-
871,"7/1/2016",26,2180,413,47240,91695,107,16200,41819,16,2426,6364,123,18626,48183,29.78,39.43,52.55,"Multnomah","Portland SD 1J","Lewis Elementary School",-
4601,"7/1/2016",26,2183,164,11972,91695,29,5725,41819,20,1042,6364,49,6767,48183,29.88,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Gresham Arthur Academy",-
4216,"7/1/2016",26,2182,194,11538,91695,48,6911,41819,10,807,6364,58,7718,48183,29.9,66.89,52.55,"Multnomah","Reynolds SD 7","Reynolds Arthur Academy",-
1120,"7/1/2016",34,2240,479,1195,86801,127,257,27961,18,52,5042,145,309,33003,30.27,25.86,38.02,"Washington","Banks SD 13","Banks Elementary School",-
3947,"7/1/2016",9,1976,518,17699,26026,126,5758,9428,31,1394,2044,157,7152,11472,30.31,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Pine Ridge Elementary",-
4767,"7/1/2016",3,1924,876,17309,59069,208,4957,14687,58,1188,3370,266,6145,18057,30.37,35.5,30.57,"Clackamas","North Clackamas SD 12","Rock Creek Middle School",-
4667,"7/1/2016",26,2183,341,11972,91695,68,5725,41819,36,1042,6364,104,6767,48183,30.5,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Lewis and Clark Montessori Charter School",-
1335,"7/1/2016",36,2254,436,5196,16761,120,1808,7470,13,279,1108,133,2087,8578,30.5,40.17,51.18,"Yamhill","Newberg SD 29J","Antonia Crater Elementary School",-
381,"7/1/2016",15,2041,1061,2924,29154,260,827,13824,65,162,1958,325,989,15782,30.63,33.82,54.13,"Jackson","Ashland SD 5","Ashland High School",-
806,"7/1/2016",24,2139,160,2367,62073,36,828,34127,13,173,4972,49,1001,39099,30.63,42.29,62.99,"Marion","Cascade SD 5","Cloverdale Elementary School",-
1110,"7/1/2016",34,2239,470,20686,86801,126,7730,27961,18,1356,5042,144,9086,33003,30.64,43.92,38.02,"Washington","Hillsboro SD 1J","Lenox Elementary School",-
502,"7/1/2016",20,2081,583,1015,45309,133,285,19963,47,68,3599,180,353,23562,30.87,34.78,52,"Lane","Pleasant Hill SD 1","Pleasant Hill High School",-
1146,"7/1/2016",34,2242,1989,12808,86801,492,3450,27961,127,729,5042,619,4179,33003,31.12,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Tigard High School",-
1047,"7/1/2016",30,2207,276,2951,13605,72,1265,7460,14,167,1431,86,1432,8891,31.16,48.53,65.35,"Umatilla","Pendleton SD 16","McKay Creek Elementary School",-
1264,"7/1/2016",3,1924,371,17309,59069,96,4957,14687,20,1188,3370,116,6145,18057,31.27,35.5,30.57,"Clackamas","North Clackamas SD 12","Mount Scott Elementary School",-
1241,"7/1/2016",20,2082,431,17258,45309,122,5842,19963,13,1072,3599,135,6914,23562,31.32,40.06,52,"Lane","Eugene SD 4J","Buena Vista Elementary School",-
124,"7/1/2016",3,1929,494,4750,59069,141,1728,14687,14,212,3370,155,1940,18057,31.38,40.84,30.57,"Clackamas","Canby SD 86","Howard Eccles Elementary School",-
904,"7/1/2016",26,2180,527,47240,91695,138,16200,41819,28,2426,6364,166,18626,48183,31.5,39.43,52.55,"Multnomah","Portland SD 1J","Woodstock Elementary School",-
159,"7/1/2016",5,1944,453,2442,7622,125,571,2646,18,107,538,143,678,3184,31.57,27.76,41.77,"Columbia","Scappoose SD 1J","Otto Petersen Elementary School",-
837,"7/1/2016",26,2180,458,47240,91695,126,16200,41819,19,2426,6364,145,18626,48183,31.66,39.43,52.55,"Multnomah","Portland SD 1J","Buckman Elementary School",-
1317,"7/1/2016",9,1976,617,17699,26026,162,5758,9428,34,1394,2044,196,7152,11472,31.77,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Lava Ridge Elementary School",-
1184,"7/1/2016",34,2243,897,40800,86801,252,12638,27961,34,2219,5042,286,14857,33003,31.88,36.41,38.02,"Washington","Beaverton SD 48J","Highland Park Middle School",-
641,"7/1/2016",22,2100,348,9515,22568,88,3628,8153,23,695,1338,111,4323,9491,31.9,45.43,42.06,"Linn","Greater Albany Public SD 8J","Liberty Elementary School",-
1150,"7/1/2016",34,2239,528,20686,86801,130,7730,27961,39,1356,5042,169,9086,33003,32.01,43.92,38.02,"Washington","Hillsboro SD 1J","Ladd Acres Elementary School",-
633,"7/1/2016",22,2100,337,9515,22568,92,3628,8153,16,695,1338,108,4323,9491,32.05,45.43,42.06,"Linn","Greater Albany Public SD 8J","Clover Ridge Elementary School",-
